Gene,Ancestry_Category,EUR_Associated,SAS_Associated,Associated_Traits_Count,Associated_Traits_List,Associated_Variants_Count
NPM1P11,Both (Shared),True,True,18,"Alzheimer disease and age of onset; Alzheimer's disease (age of onset); Breast cancer specific mortality in breast cancer; Chronic glomerulonephritis, NOS (PheCode 580.14); Gut microbial network clusters (BlueViolet (at 3 months) x Vaginal Birth interaction; Gut microbiome abundance (class Bacteroides sp. 52 (at 1 year) x Summer Birth (Jun-Aug) interaction; IgG glycosylation; Insular cortex volume; Relative abundance of the human milk microbiota (HMM) Aeromonas sp.; TNFB levels",18
TMEM254,European-Only,True,False,6,Blood protein levels; Chronic obstructive pulmonary disease-related biomarkers; Cognitive performance (language ability); Renal cell carcinoma; SFTPA2 protein levels; SFTPD protein levels,8
RPL22P18,European-Only,True,False,6,Blood protein levels; Chronic obstructive pulmonary disease-related biomarkers; Cognitive performance (language ability); Renal cell carcinoma; SFTPA2 protein levels; SFTPD protein levels,7
ATP2C2,Both (Shared),True,True,23,Academic attainment (maths); Attention deficit hyperactivity disorder; Chronic obstructive pulmonary disease-related biomarkers; Circulating SFTPD levels; Gut microbiome abundance (class Clostridium sensu stricto sp. 17 (at 1 year) x Household furry pet cat or dog (1 Year) interaction; Height; Late effect (PheCode 1012); Pulmonary surfactant-associated protein D levels; Stuttering; WFDC1 protein levels,26
NPFFR2,Both (Shared),True,True,37,"Albumin (maximum, inv-norm transformed); Glioblastoma; Gut microbiome abundance (class Clostridium sensu stricto sp. (at 3 months) x Vaginal Birth interaction; ICD10 C23: Gallbladder cancer; LAD1 protein levels; Medication use for hyperlipidemia (number of purchases); PYDC1 protein levels; Serum metabolite levels (CMS); Total cholesterol levels; Vitamin D-binding protein levels",101
KSR1,Both (Shared),True,True,25,"Bone mineral density mean; Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy); Circulating LGALS9 levels (id: OID00406_OID20781); Circulating LGALS9 levels (id: OID00779_OID20781); Crohn's disease; Hematological traits (multi-trait analysis); LGALS9 protein levels; Mean corpuscular hemoglobin; Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive); Systemic lupus erythematosus",21
APOBEC3AP1,Both (Shared),True,True,21,Adult body size; Alcohol consumption; Body shape phenotype PC1; Cognitive domain scores for executive function or memory (pleiotropy); Drinks per week; Metabolic syndrome; Sex hormone-binding globulin levels adjusted for BMI; Thyroid hormone levels; Type 2 diabetes; Weight,22
LINC01612,Both (Shared),True,True,24,Adult body size; Alcohol consumption; Body shape phenotype PC1; Cognitive domain scores for executive function or memory (pleiotropy); Drinks per week; Hyperopia; Metabolic syndrome; Thyroid hormone levels; Type 2 diabetes; Weight,26
RPL23AP63,European-Only,True,False,1,Blood protein levels,1
DYM-AS1,Both (Shared),True,True,46,"Apolipoprotein A levels (UKB data field 30630); Atrial fibrillation (MTAG); Basal metabolic rate (UKB data field 23105); Height (baseline); Height (standard GWA); High-density lipoprotein levels (MTAG); Linoleic acid levels; Smoking initiation; Total cholesterol levels; eosinophil (fraction, mean, inv-norm transformed)",43
ADAMTS3,Both (Shared),True,True,94,Brain morphology (MOSTest); Forced expiratory volume in 1 second (FEV1); GC protein levels; Low density lipoprotein cholesterol levels; PYDC1 protein levels; Sphingomyelin (d38:2) levels; Temporal pole thickness; Total cholesterol levels in LDL; Vitamin D levels or COVID-19 (MTAG); Weight,127
NTN5,Both (Shared),True,True,75,Apolipoprotein B levels; CCL25 protein levels; CDH1 protein levels; Cholesterol esters in large LDL; Cholesteryl ester levels in chylomicrons and extremely large VLDL; Free cholesterol in IDL; JC polyomavirus VP1 antibody levels; Phospholipids in medium LDL; Total concentration of 19 human milk oligosaccharides; Total lipids in very small VLDL,7
SEC1P,Both (Shared),True,True,111,CDH1 protein levels; Cholesterol esters in small VLDL; Cholesteryl ester levels in chylomicrons and extremely large VLDL; Circulating FABP2 levels; Free cholesterol in IDL; Glycohyocholate levels; Linoleic acid levels; Phospholipids in medium LDL; Total lipids in very small VLDL; Triglycerides in IDL,42
RFKP6,European-Only,True,False,7,Circulating MSR1 levels; Forced expiratory volume (baseline); LXN protein levels; MSR1 protein levels; Neutrophil side scatter; PR interval; diarrhoeal disease at age 2,5
GFM1,Both (Shared),True,True,17,Bone mineral density mean; Educational attainment; Eosinophil side scatter; Forced expiratory volume (baseline); LXN/PSME1 protein level ratio; LXN/PSME2 protein level ratio; MSR1 protein levels; Neutrophil side scatter; Retinoic acid receptor responder protein 1 levels; diarrhoeal disease at age 2,14
PDSS2,Both (Shared),True,True,20,Airway responsiveness in chronic obstructive pulmonary disease; Body mass index; GLIPR1 protein levels; Height; IgG glycosylation; Leisure screen time; Prostate cancer; Prostate cancer (early onset); S.typhi induced IL-10 level; Smoking initiation,25
RPS24P12,European-Only,True,False,1,Coffee consumption,1
EGFLAM-AS5,Both (Shared),True,True,6,Glioblastoma; Gut microbiome abundance (class Bifidobacterium longum (at 3 months) x Any Breastfeeding (3 Months) interaction; Height; Knee osteoarthritis; Response to SSRI (responders vs non-responders); Response to selective serotonin reuptake inhibitors in depression,5
IGLV10-67,European-Only,True,False,1,Response to selective serotonin reuptake inhibitors in depression,1
IGLVIV-66-1,European-Only,True,False,1,Response to selective serotonin reuptake inhibitors in depression,1
DCLK2,Both (Shared),True,True,22,B7Z4G8 protein level (protein group normalized intensity); COVID-19 (hospitalized covid vs population); Diastolic blood pressure (MTAG); Edge-level brain connectivity (multivariate analysis); Idiopathic knee osteoarthritis; Leukocyte telomere length; Metabolic syndrome; Refractive error; Rosacea symptom severity; Visceral adipose tissue adjusted for BMI,22
RNU6-13P,Both (Shared),True,True,34,"Alcohol frequency weekly (weighted GWA); Apparent treatment-resistant hypertension; Basal metabolic rate (UKB data field 23105); Bone mineral density mean; Gut microbiome abundance (class Anaerostipes sp. (at 3 months) x Any Breastfeeding (3 Months) interaction; Height (baseline); Post bronchodilator FEV1 in COPD; Whole body fat free mass (UKB data field 23101); prostate-specific antigen (PSA, maximum, inv-norm transformed); prostate-specific antigen (PSA, mean, inv-norm transformed)",47
BRD7P6,Both (Shared),True,True,20,Acne (severe); Antihypertensive agents causing adverse effects (PheCode 972.6); Circulating CST6 levels; Circulating TGFA levels (id: OID00503_OID20600); Glioblastoma; Gut microbiome abundance (class Blautia obeum (at 1 year) x Any Breastfeeding (3 Months) interaction; Low density lipoprotein cholesterol levels; Male-pattern baldness; PCYOX1 protein levels; Total cholesterol levels,18
SCN3B,Both (Shared),True,True,7,Colorectal cancer; Height; High myopia; Response to citalopram or escitalopram in depression; Schizoaffective disorder-bipolar type; Serine/threonine-protein kinase 17B protein levels (SomaScan ID:20516-11); Sodium channel subunit beta-3 levels,6
ZNF202,Both (Shared),True,True,5,Height; Hematological traits (multi-trait analysis); Prostate cancer (early onset); Response to antipsychotic therapy (extrapyramidal side effects); Response to citalopram or escitalopram in depression,5
LINC02405,European-Only,True,False,10,Abnormal dreams on treatment with varenicline in smokers; Anorexia nervosa; Core binding factor acute myeloid leukemia; Deep white matter hyperintensities; Epithelial ovarian cancer; Human milk oligosaccharide concentration (lacto-N-fucopentaose III) in secretors; Interleukin-5 levels; Opioid addiction; Periventricular white matter hyperintensities; Response to antidepressants in depression,11
LINC02376,European-Only,True,False,11,Apparent treatment-resistant hypertension; Core binding factor acute myeloid leukemia; Deep white matter hyperintensities; Epithelial ovarian cancer; Interleukin-5 levels; Opioid addiction; Periventricular white matter hyperintensities; Response to antidepressants in depression; Sarcoidosis; Sudden cardiac arrest,12
RNF24,Both (Shared),True,True,13,ATRN protein levels; Cleft lip with or without cleft palate; Disorders of penis (PheCode 604); Gut microbiome abundance (class Roseburia sp. 17 (at 1 year) x Household furry pet cat or dog (3 Months) interaction; IDP SWI T2star left pallidum; Pallidum iron levels (R2* MRI); Pallidum iron levels (quantitative susceptibility mapping); Response to antidepressants in depression; Substantia nigra iron levels (R2* MRI); Substantia nigra iron levels (quantitative susceptibility mapping),9
RNA5SP516,European-Only,True,False,6,Antineutrophil cytoplasmic antibody-associated vasculitis; Chondromalacia; Cognitive function (immediate memory) (longitudinal); Complement factor H-related protein 3 levels; Gestational length in nulliparas; Non-response to bupropion and depression,6
SPANXN4,European-Only,True,False,4,Chondromalacia; Cognitive function (immediate memory) (longitudinal); Gestational length in nulliparas; Non-response to bupropion and depression,4
NLK,Both (Shared),True,True,13,Circulating EBI3_IL27 levels; Circulating PLTP levels; Complement factor H measurement; GLIPR1 protein levels; Height; Hematological traits (multi-trait analysis); Mean platelet thrombocyte volume (UKB data field 30100); Non-response to bupropion and depression; Phospholipids in large HDL; Residual cognitive resilience,12
BHLHE41,Both (Shared),True,True,10,Albumin levels; Degenerative disease of the spinal cord (PheCode 334); Hip circumference adjusted for BMI; Hip index; Platelet count; Plateletcrit; Response to bupropion and depression; Type 2 diabetes; Waist-hip index; Waist-to-hip ratio adjusted for BMI,9
LINC01423,Both (Shared),True,True,14,"Bone mineral density mean; Height; Height (baseline); Hematological traits (multi-trait analysis); Hip circumference adjusted for BMI; Metabolite levels (HVA); Waist-to-hip ratio adjusted for BMI; Weight (UKB data field 21002); height (mean, inv-normal transformed); height (minimum, inv-normal transformed)",14
LINC02901,Both (Shared),True,True,13,3-hydroxypropylmercapturic acid levels in smokers; Attention deficit hyperactivity disorder; Bladder cancer (smoking interaction); Celiac disease; EZR protein levels; Height; Lipoprotein A levels (UKB data field 30790); Non-response to antidepressants and depression; S-methylcysteine levels; Serum immune biomarker levels,14
KAZN,Both (Shared),True,True,74,"Anticoagulants causing adverse effects (PheCode 964.1); Bioavailable testosterone levels; Chronic obstructive pulmonary disease-related biomarkers; Glioblastoma; Glioma (high-grade); Left ventricular function change in anthracycline treatment; Morningness; Red blood cell count; Sphingomyelin (d18:0/18:0, d19:0/17:0) levels; Urinary albumin-to-creatinine ratio in diabetes",75
FAM98A,Both (Shared),True,True,20,"Brain morphology (MOSTest); Cognitive resilience to Alzheimer's disease pathology (residual cognitive resilience model); Cognitive resilience to Alzheimer's disease pathology in cognitively normal individuals (combined cognitive resilience and educational attainment model); Height (baseline); Non-response to antidepressants and depression; Platelet count; Right presubiculum volume (head); Sphingomyelin (d18:0/18:0, d19:0/17:0) levels; Subcortical volume (min-P); wg rh intensity-contrast parahippocampal",12
LINC02989,Both (Shared),True,True,6,Atrial fibrillation; DKK3 protein levels; Diisocyanate-induced asthma; Forced expiratory volume in 1 second (FEV1); Gut microbiome abundance (class Bacteroides sp. 8 (at 1 year) x Household furry pet cat (1 Year) interaction; Non-response to selective serotonin reuptake inhibitors and depression,6
RNU4-73P,Both (Shared),True,True,22,BMI and adiposity (confirmatory factor analysis Factor 7); Diastolic blood pressure; Gut microbiome abundance (class Clostridium sensu stricto sp. (at 1 year) x Exclusive Breastfeeding (6 Months) interaction; Gut microbiota (bacterial taxa); Male infertility (Sertoli cell-only); Platelet-derived growth factor BB levels; Retinal nerve fibre layer (RNFL) thickness; TestASV_5 (Bacteroides) abundance; Weight; Whole body fat free mass (UKB data field 23101),25
TAF1B,Both (Shared),True,True,16,Bone mineral density variability; Calcium levels (UKB data field 30680); Circulating SCGB3A2 levels; Egg allergy (maternal genetic effects); Glioblastoma; Glioma (high-grade); Gut microbial network clusters (Turquoise (at 3 months) x Birth Weight interaction; Gut microbiome abundance (class Clostridium sensu stricto sp. (at 1 year) x Exclusive Breastfeeding (6 Months) interaction; Height; Myocardial infarction (single event),15
SMUG1P1,Both (Shared),True,True,359,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4) levels; Cholesteryl Esters in very large HDL; Cholesteryl esters to total lipids ratio in medium LDL; Hematological traits (multi-trait analysis); Hemoglobin concentration; Linoleic acid levels (UKB data field 23449); Ratio of omega-3 fatty acids to total fatty acids; Total free cholesterol levels; Total lipids in very large HDL; Triglycerides in large HDL,143
ACAA2,Both (Shared),True,True,136,Cholesteryl esters to total lipids ratio in small HDL; HDL cholesterol levels x short total sleep time interaction (2df test); Hematological traits (multi-trait analysis); Heschl's gyrus morphology; Omega-3 fatty acids to total fatty acids percentage; Response to selective serotonin reuptake inhibitors in depression; Spherical equivalent; Total fatty acids; Triglycerides in large HDL; Triglycerides in very large HDL (UKB data field 23557),85
